p0,0.274129
p1,0.120012
p2,0.079550
p3,0.049352
p4,0.097489
p5,0.029068
p6,0.048949
p7,0.034289
p8,0.038211
p9,0.015404
p10,0.030303
p11,0.082124
p12,0.009944
p13,0.013153
p14,0.022729
p15,0.031163
p16,0.007103
p17,0.012914
p18,0.004113
